Wall time,Step,Value
1579605586.5707705,0,0.010526316240429878
1579605837.6998498,1,0.031578946858644485
1579606030.6310859,2,0.015789473429322243
1579606224.1583774,3,0.031578946858644485
1579606417.3547008,4,0.04736841842532158
1579606610.6525133,5,0.06842105835676193
1579606803.8818383,6,0.13684211671352386
1579606997.2113369,7,0.08947368711233139
1579607190.7299027,8,0.10526315867900848
1579607384.1772249,9,0.11578947305679321
1579607577.8396847,10,0.14210528135299683
1579607830.610495,11,0.15789473056793213
1579608024.2566192,12,0.14210526645183563
1579608217.9975626,13,0.14210526645183563
1579608411.4270484,14,0.16842105984687805
1579608604.927045,15,0.21578949689865112
1579608798.5028772,16,0.16842105984687805
1579608992.2677236,17,0.2631579041481018
1579609186.608124,18,0.22631578147411346
1579609380.0099978,19,0.2789473831653595
1579609578.3350565,20,0.31578946113586426
1579609839.9574668,21,0.3105262815952301
1579610041.5734446,22,0.3684210479259491
1579610245.1646845,23,0.4000000059604645
1579610446.6653569,24,0.41578948497772217
1579610644.8380969,25,0.3684210479259491
1579610843.6337295,26,0.4526315927505493
1579611043.2207463,27,0.468421071767807
1579611242.640021,28,0.5105263590812683
1579611442.792383,29,0.46315789222717285
1579611643.829268,30,0.5578947067260742
1579611902.4484417,31,0.5263158082962036
1579612103.737643,32,0.557894766330719
1579612305.2371664,33,0.6000000238418579
1579612507.1105652,34,0.5
1579612709.8916707,35,0.5736842155456543
1579612912.6444035,36,0.5736842155456543
1579613114.373591,37,0.621052622795105
1579613316.7603931,38,0.5947368741035461
1579613519.4532478,39,0.678947389125824
1579613722.9181025,40,0.7263157367706299
1579613926.372575,41,0.6315789818763733
1579614129.6568422,42,0.6894736886024475
1579614332.4624572,43,0.6315789222717285
1579614535.13305,44,0.7263157367706299
1579614737.7522244,45,0.6631579399108887
1579614940.7543936,46,0.7263157963752747
1579615143.475375,47,0.6684210896492004
1579615346.1807864,48,0.684210479259491
1579615549.1812134,49,0.678947389125824
1579615752.3448822,50,0.6263157725334167
1579616015.0001736,51,0.6947367787361145
1579616217.912679,52,0.7052632570266724
1579616421.4088094,53,0.7842105627059937
